4.11E+02
4.19E+02
4.24E+02
4.28E+02
4.29E+02
4.30E+02
4.31E+02
4.30E+02
4.29E+02
4.27E+02
4.25E+02
4.22E+02
4.19E+02
4.16E+02
4.13E+02
4.10E+02
4.06E+02
4.03E+02
4.00E+02
3.96E+02
3.93E+02
3.90E+02
3.87E+02
3.85E+02
3.82E+02
3.79E+02
3.77E+02
3.75E+02
3.72E+02
3.70E+02
3.68E+02
3.67E+02
3.65E+02
3.63E+02
3.61E+02
3.60E+02
3.58E+02
3.57E+02
3.56E+02
3.54E+02
3.53E+02
3.52E+02
3.51E+02
3.50E+02
3.49E+02
3.48E+02
3.47E+02
3.46E+02
3.45E+02
3.44E+02
